Date,Study_Turbidity_NTU,Nitrate_mgL,Nitrite_mgL,Ammonium_mgL,Calcium_mgL,Magnesium_mgL,EO_Chlorophyll_A,EO_Turbidity,EO_Surface_Temp,EO_Total_Suspended_Matter,Is_Study_Actual,Is_EO_Actual,Is_Summer,Month,Quarter,EO_Turbidity_Lag1,EO_Turbidity_Lag2,Rolling_EO_Chl_A_7d,Rolling_EO_Turbidity_7d,Delta_EO_Temp_3d,Nutrient_Pressure_Index,Bloom_Potential_Feature,Bloom_Risk_Score,Eutrophication_Risk_Score,Water_Quality_Score,Alert_Level,Predicted_InSitu_Turbidity
2023-06-30,,,,,,,27.027793884277344,9.4754056930542,21.966044340902325,5.278456211090088,0,1,1,6,2,,,27.027793884277344,9.4754056930542,0.0,1.9572157348019435e-05,0.39015716003245093,39.015716003245096,0.0019572157348019437,52.06533775449441,Low,8.054094839096068
2023-07-10,,,,,,,29.9410400390625,9.456814765930176,21.479896823714036,5.305814266204834,0,1,1,7,3,9.4754056930542,,28.484416961669922,9.466110229492188,0.0,2.4164527995743675e-05,0.3821530034788367,38.21530034788367,0.0024164527995743676,52.52118059242777,Low,8.03829255104065
2023-07-15,,,,,,,30.629404067993164,8.629478454589844,22.33513241895327,5.151961803436279,0,1,1,7,3,9.456814765930176,9.4754056930542,29.199412663777668,9.187232971191406,0.0,2.524964837124573e-05,0.3962394945229089,39.623949452290894,0.002524964837124573,54.29883242063388,Low,7.335056686401367
2023-07-17,,,,,,,16.51706314086914,11.850302696228027,22.38936454940458,6.101605415344238,0,1,1,7,3,8.629478454589844,9.456814765930176,26.028825283050537,9.853000402450562,0.42332020850225405,3.0032960889473084e-06,0.3971193568575178,39.71193568575178,0.00030032960889473086,44.59303396955736,Low,10.072757291793822
2023-08-04,,,,,,,31.332380294799805,8.414386749267578,19.951737966803677,5.0970611572265625,0,1,1,8,3,11.850302696228027,8.629478454589844,27.089536285400392,9.565277671813964,-1.528158856910359,2.635780306141225e-05,0.3569853470229159,35.69853470229159,0.0026357803061412247,56.906781666959624,Low,7.152228736877441
2023-08-14,,,,,,,37.14242172241211,7.825596809387207,19.265160631255757,5.056475639343262,0,1,1,8,3,8.414386749267578,11.850302696228027,28.76501719156901,9.275330861409506,-3.0699717876975114,3.5516611585162386e-05,0.3456828255104835,34.56828255104835,0.0035516611585162386,59.238002797966644,Low,6.651757287979126
2023-08-21,,,,,,,17.686172485351562,11.63332748413086,19.095922131967743,5.563868999481201,0,1,1,8,3,7.825596809387207,8.414386749267578,27.182325090680802,9.61218752179827,-3.293442417436836,4.846251730976518e-06,0.342877043499674,34.2877043499674,0.00048462517309765175,47.95601998507179,Low,9.88832836151123
2023-08-26,,,,,,,33.25469207763672,8.971832275390625,18.16125342647194,5.091583728790283,0,1,1,8,3,11.63332748413086,7.825596809387207,28.071881975446427,9.540248462132045,-1.790484540331736,2.938808877646393e-05,0.3274976551136474,32.74976551136474,0.002938808877646393,56.70873877548246,Low,7.626057434082031
2023-09-08,,,,,,,35.854618072509766,8.678691864013672,16.18434811343809,5.061233997344971,0,1,0,9,3,8.971832275390625,11.63332748413086,28.916678837367467,9.429088047572545,-3.080812517817666,3.3486549116143246e-05,0.294940230066811,29.494023006681104,0.0033486549116143248,59.21590830814495,Low,7.376888084411621
2023-09-10,,,,,,,33.93643951416016,8.867389678955078,15.40875052151749,5.085956573486328,0,1,0,9,3,8.678691864013672,8.971832275390625,29.38911247253418,9.463075365339007,-3.687171610450253,3.0462778916021466e-05,0.2821642239642691,28.21642239642691,0.0030462778916021467,59.28870588155383,Low,7.537281227111817
2023-09-13,,,,,,,29.201417922973636,9.396217346191406,15.725924399637355,5.1462883949279785,0,1,0,9,3,8.867389678955078,8.678691864013672,31.201163155691965,9.112491743905204,-2.4353290268345855,2.299860561367683e-05,0.28738363992318916,28.738363992318916,0.002299860561367683,57.44147600709792,Low,7.986784744262695
2023-09-18,,,,,,,31.7254695892334,9.166772842407228,14.729460736471685,5.103509902954102,0,1,0,9,3,9.396217346191406,8.867389678955078,31.25731876918248,9.219975471496582,-1.454887376966406,2.697745950023611e-05,0.2709741428667634,27.09741428667634,0.0026977459500236107,58.95016500565514,Low,7.791756916046144
2023-09-30,,,,,,,25.730371475219727,10.783592224121094,11.986699504042814,5.337071418762207,0,1,0,9,3,9.166772842407228,9.396217346191406,29.627025876726425,9.642546245029994,-3.4220510174746757,1.7526932100139454e-05,0.22579484318311768,22.579484318311767,0.0017526932100139455,56.35895536051783,Normal,9.16605339050293
2023-10-03,,,,,,,22.35025405883789,11.287057876586914,11.903528688944357,5.131840705871582,0,1,0,10,4,10.783592224121094,9.166772842407228,30.293323244367325,9.593079158238002,-3.822395710692998,1.2198596908361539e-05,0.22442181218733917,22.442181218733918,0.001219859690836154,54.91736980296505,Normal,9.593999195098876
2023-10-05,,,,,,,36.640750885009766,9.42112636566162,11.16239242192758,5.069214820861816,0,1,0,10,4,11.287057876586914,10.783592224121094,30.777045931134904,9.657264028276716,-3.5670683145441053,3.472578983303493e-05,0.2122287191048847,21.222871910488468,0.003472578983303493,61.12414317407591,Normal,8.007957410812375
2023-10-18,,,,,,,32.09099578857422,11.900909423828123,7.820763405519888,5.083265781402588,0,1,0,10,4,9.42112636566162,11.287057876586914,30.2393856048584,10.117580822535924,-4.165936098522926,2.7553666143835292e-05,0.15718735723252877,15.718735723252877,0.0027553666143835293,56.43707725690488,Normal,10.115773010253905
2023-11-09,,,,,,,3034.6640625,16.810192108154297,4.169473630691942,5.491418361663818,0,1,0,11,4,11.900909423828123,9.42112636566162,458.91476031712125,11.252266883850098,-7.734055058252415,0.004760737093354023,0.09989005627312242,9.989005627312242,0.47607370933540233,54.86267507354326,Normal,14.288663291931153
2023-12-19,,,,,,,634381.125,21766.0,-1.7220174559596777,5.0946245193481445,0,1,0,12,4,16.810192108154297,11.900909423828123,91080.61812918527,3119.33852154868,-12.884409877887258,0.9999999999999842,0.5999999999999905,59.999999999999055,99.99999999999842,9.379164112033322e-13,High,18501.1
2024-01-11,,,,,,,224254.515625,25233.056640625,-1.551774984222566,5.212011814117432,0,1,0,1,1,21766.0,16.810192108154297,123112.44529424395,6722.751359803336,-9.372538389742454,0.35348635073256945,0.21489572578947497,21.489572578947495,35.34863507325694,38.65062318854917,Normal,21448.09814453125
2024-01-31,,,,,,,38075.4296875,389.7987060546875,-1.1554631584434867,5.363731861114502,0,1,0,1,1,25233.056640625,21766.0,128548.11662510464,6776.896376064846,-5.324936789135429,0.05999815095407941,0.0453301125358446,4.533011253584459,5.999815095407941,55.933549844585386,Normal,331.3289001464844
2024-02-15,,,,,,,350193.03125,741166.8125,0.2912357601312507,5.2272539138793945,0,1,0,2,1,389.7987060546875,25233.056640625,178572.4996245248,112656.25715351105,2.0132532160909284,0.5520127751557959,0.36436620384294377,36.43662038429438,55.20127751557959,25.221306553178934,Low,629991.790625
2024-02-17,,,,,,,118143.65625,117351.46875,0.2959850149487231,5.177352428436279,0,1,0,2,1,741166.8125,389.7987060546875,195444.93041011266,129419.40681403024,1.8477599991712892,0.18621576317918725,0.14496621749310468,14.496621749310467,18.621576317918727,47.16521622996915,Normal,99748.74843749999
2024-02-22,,,,,,,15.293496131896973,12116.212890625,1.9275422097860664,5.20928955078125,0,1,0,2,1,117351.46875,741166.8125,195442.53076730456,131148.59423991613,3.083005368229553,1.0744947041766086e-06,0.06010936059401524,6.010936059401524,0.00010744947041766086,56.994499735458106,Normal,10298.78095703125
2024-02-27,,,,,,,15.32424545288086,23.216846466064453,1.983119840058259,5.169600963592529,0,1,0,2,1,12116.212890625,117351.46875,195011.1965077264,131149.50947625298,1.6918840799270083,1.1229671886908005e-06,0.0610247603781485,6.10247603781485,0.00011229671886908005,56.948728292076915,Normal,19.734319496154786
2024-03-21,,,,,,,14.80072021484375,19.755542755126957,5.930600148610074,5.186516284942627,0,1,0,3,1,23.216846466064453,12116.212890625,104387.43589632852,128042.90312521798,5.634615133661351,2.976946889552704e-07,0.12603977231912528,12.603977231912527,2.976946889552704e-05,53.69800245320307,Normal,16.792211341857914
2024-03-23,,,,,,,5593.93701171875,4709.39013671875,6.362144030188578,5.177568912506104,0,1,0,3,1,19.755542755126957,23.216846466064453,73150.21038014548,125110.95076751709,4.434601820402511,0.008795112956925222,0.13842424456887104,13.842424456887104,0.8795112956925222,52.81493438284869,Normal,4002.9816162109373
2024-03-26,,,,,,,146.940185546875,22.15304183959961,7.402081400705272,5.153850555419922,0,1,0,3,1,4709.39013671875,19.755542755126957,67731.85473700931,125058.4299583435,5.418961560647014,0.00020859914597553473,0.15040023818837644,15.040023818837644,0.020859914597553472,52.473730116201914,Normal,18.83008556365967
2024-04-10,,,,,,,20.12516593933105,14.618735313415527,10.389282306052054,5.142505645751953,0,1,0,4,2,22.15304183959961,4709.39013671875,17707.153867857796,19179.54513481685,4.458682157441981,8.691021912737211e-06,0.19947987545329154,19.947987545329156,0.0008691021912737211,50.02574549667804,Normal,12.425925016403198
2024-04-12,,,,,,,23.60630416870117,12.932531356811523,10.82580231247704,5.164972305297852,0,1,0,4,2,14.618735313415527,22.15304183959961,832.8610184533255,2416.8971035821096,4.463658282288462,1.4178603866281068e-05,0.20667270850947678,20.667270850947677,0.0014178603866281069,50.8683451459756,Normal,10.992651653289794
2024-04-30,,,,,,,43.0325813293457,7.575243949890137,14.4595239676204,5.081113815307617,0,1,0,4,2,12.932531356811523,14.618735313415527,836.823744910104,687.0917254856655,7.057442566915128,4.480171646545618e-05,0.2665389442077479,26.653894420774787,0.004480171646545618,63.94597688844823,Low,6.438957357406616
2024-05-27,,,,,,,37.3696517944336,7.609641075134277,19.89582807600306,5.075031280517578,0,1,0,5,2,7.575243949890137,12.932531356811523,839.9730886731829,684.8621247155326,9.506545769951005,3.587481156469989e-05,0.3560702141538464,35.60702141538464,0.0035874811564699893,59.36648982255791,Low,6.468194913864136
2024-06-16,,,,,,,28.32195281982422,8.988489151000977,20.848447944407308,5.176857948303223,0,1,1,6,2,7.609641075134277,7.575243949890137,841.9046933310373,683.3239742006574,10.022645631930269,2.1612238135334096e-05,0.3717514280541012,37.17514280541012,0.00216122381353341,54.44631277714795,Low,7.6402157783508295
2024-06-19,,,,,,,25.220537185668945,9.383074760437012,21.022151330766977,5.093881130218506,0,1,1,6,2,8.988489151000977,7.609641075134277,46.37376839773996,11.894393920898438,6.562627363146577,1.6723241679853284e-05,0.37460941171399587,37.46094117139959,0.0016723241679853283,53.11980343573878,Low,7.97561354637146
2024-06-21,,,,,,,34.40667724609375,9.076725959777832,21.005791831417906,5.079549789428711,0,1,1,6,2,9.383074760437012,8.988489151000977,30.297552926199778,10.026348795209612,1.1099637554148458,3.120405028234152e-05,0.3743486571461164,37.43486571461164,0.0031204050282341517,54.05145314185221,Low,7.715217065811157
2024-07-06,,,,,,,37.427955627441406,7.584221363067627,22.28921476515452,5.063235282897949,0,1,1,7,3,9.076725959777832,9.383074760437012,32.76938002450125,9.021418230874199,1.4407668207472106,3.5966720314296986e-05,0.3954896551172291,39.54896551172291,0.0035966720314296987,57.47177415332624,Low,6.446588158607483
2024-07-09,,,,,,,34.7941780090332,8.26292610168457,22.564375023194728,5.069451332092285,0,1,1,7,3,7.584221363067627,9.076725959777832,34.36764771597726,8.354331765856061,1.5422236924277506,3.1814897095533354e-05,0.4000190887735561,40.00190887735561,0.0031814897095533354,55.209312809355616,Medium,7.023487186431884
2024-07-11,,,,,,,28.159284591674805,9.30058765411377,21.93758163942085,5.127184867858887,0,1,1,7,3,8.26292610168457,7.584221363067627,32.242891039167134,8.600809437888008,0.931789808002943,2.1355811882082672e-05,0.3896894458802887,38.96894458802887,0.0021355811882082672,52.61312406928779,Low,7.905499505996704
2024-07-14,,,,,,,27.98265647888184,9.502493858337402,21.539828582568777,5.094071865081787,0,1,1,7,3,9.30058765411377,8.26292610168457,30.901891708374023,8.871216978345599,-0.7493861825857415,2.1077379604940216e-05,0.3831382349467909,38.31382349467909,0.0021077379604940217,52.3349743562601,Low,8.077119779586791
2024-07-16,,,,,,,14.611872673034668,12.495450019836426,21.506841583363354,6.035135269165039,0,1,1,7,3,9.502493858337402,9.30058765411377,28.94330883026123,9.372211388179235,-1.0575334398313743,0.0,0.38258228841020936,38.25822884102094,0.0,43.384535519980254,Low,10.621132516860962
2024-07-29,,,,,,,33.75114822387695,8.552196502685547,21.638430114597398,5.062775135040283,0,1,1,7,3,12.495450019836426,9.502493858337402,30.161967550005233,9.25351449421474,-0.29915152482345064,3.017069021580028e-05,0.38476767081526886,38.47676708152689,0.003017069021580028,55.10412183047344,Low,7.269367027282715
2024-07-31,,,,,,,33.769813537597656,8.814737319946289,21.540314258057474,5.073132038116455,0,1,1,7,3,8.552196502685547,12.495450019836426,30.070987020220077,9.216087545667376,0.00048567548869726807,3.0200113764071587e-05,0.38315170772489265,38.31517077248927,0.003020011376407159,54.39729665050358,Low,7.492526721954346
2024-08-13,,,,,,,19.67557144165039,11.75268840789795,20.187827518839512,5.531270980834961,0,1,1,8,3,8.814737319946289,8.552196502685547,27.534932136535645,9.811582837785993,-1.3190140645238415,7.982292040688601e-06,0.36086274692628495,36.08627469262849,0.0007982292040688601,46.698557961230684,Low,9.989785146713256
2024-08-15,,,,,,,37.62116622924805,8.596700668334961,19.34500450220699,5.066352844238281,0,1,1,8,3,11.75268840789795,8.814737319946289,27.938787596566335,9.859264918736049,-2.2934256123904078,3.627129282531139e-05,0.34699831711697227,34.69983171169723,0.003627129282531139,56.858894000361744,Low,7.307195568084716
2024-08-20,,,,,,,33.68816375732422,9.250320434570312,19.14808259191746,5.072744846343994,0,1,1,8,3,8.596700668334961,11.75268840789795,28.728627477373397,9.852083887372698,-2.392231666140013,3.0071403028899083e-05,0.34375126805749506,34.37512680574951,0.003007140302889908,55.06057315132344,Low,7.862772369384765
2024-08-23,,,,,,,33.232940673828125,9.323780059814451,18.670465868681905,5.062747001647949,0,1,1,8,3,9.250320434570312,8.596700668334961,29.478668076651438,9.826553344726562,-1.517361650157607,2.935380039055692e-05,0.3358844287907271,33.58844287907271,0.0029353800390556923,55.23355776700857,Low,7.925213050842284
2024-09-02,,,,,,,28.656049728393555,10.513397216796877,17.162767325874185,5.081174850463867,0,1,0,9,3,9.323780059814451,9.250320434570312,31.48497908455985,9.54340294429234,-2.182237176332805,2.2138900406522224e-05,0.3110481114279026,31.10481114279026,0.0022138900406522225,52.906738611202044,Low,8.936387634277345
2024-09-04,,,,,,,28.630407333374023,10.63650131225586,17.150785537896212,5.088571071624756,0,1,0,9,3,10.513397216796877,9.323780059814451,30.75344467163086,9.841160774230957,-1.9972970540212494,2.209847835635265e-05,0.3108507455895306,31.085074558953057,0.002209847835635265,52.54729582940521,Low,9.04102611541748
2024-09-22,,,,,,,29.99002265930176,10.15624713897705,13.47456587677793,5.077674865722656,0,1,0,9,3,10.63650131225586,10.513397216796877,30.21347454616002,10.032805034092494,-5.195899991903975,2.4241743011394145e-05,0.25030422210713177,25.030422210713176,0.0024241743011394145,57.015320225421924,Low,8.632810068130492
2024-09-24,,,,,,,32.32261657714844,10.057852745056152,13.303722947307174,5.077558994293213,0,1,0,9,3,10.15624713897705,10.63650131225586,32.02019527980259,9.790685653686523,-3.8590443785670114,2.791878754255535e-05,0.24749262336801126,24.749262336801124,0.002791878754255535,57.450973032804704,Normal,8.549174833297728
2024-09-27,,,,,,,1147.4306640625,9.807085990905762,12.393864212267363,5.123581409454346,0,1,0,9,3,10.057852745056152,10.15624713897705,190.56440925598145,9.963597842625209,-4.7569213256288485,0.001785748093487516,0.233561830859608,23.3561830859608,0.1785748093487516,58.847078041497696,Normal,8.336023092269897
